Source,Target,Score,Title,Author,Year,Subject
29574,28012,0.8242,Improved pitch modelling for low bit-rate speech coders,"Papacostantinou, Costantinos.",1997,"Engineering, Electronics and Electrical."
29574,33975,0.8235,Signal subspace speech enhancement with perceptual post-filtering,"Klein, Mark, 1977-",2002,"Engineering, Electronics and Electrical."
29577,29577,1,Assessment of risk factors in the development of thromboembolism in a trauma population,"Nikolis, Andreas",2002,"Health Sciences, Medicine and Surgery."
29577,33780,0.8512,The use of oral corticosteroids and the risk of death from Chronic Obstructive Pulmonary Disease (COPD) ,"Innes, Michael, 1974-",2001,"Health Sciences, Pharmacology."
29577,97264,0.8506,The association between systemic glucocorticoid therapy and risk of infection in patients with rheumatoid arthritis ,"Dixon, William",2011,Health Sciences - Epidemiology
29577,127156,0.836,Impact of painful comorbidities associated persistent and recurrent temporomandibular disorder-related pain,"Ahmed, Ahad",2014,Health Sciences - Dentistry
29577,126870,0.8338,Use of a genetic risk score to predict adverse events post myocardial infarction and age of first myocardial infarction,"Labos, Christopher",2014,Health Sciences - Epidemiology
29577,111949,0.8335,Determinants of vascular access-related bloodstream infections among patients receiving hemodialysis,"Lafrance, Jean-Philippe.",2008,Renal Dialysis -- adverse effects -- Quebec.
30130,30130,1,Living with water : traditional settlements of Chinese water towns,"Gan, Tong.",1999,Cities and towns -- China.
30130,115558,0.7721,Evolution of patterns of land subdivision with special reference to Montreal.,"Khor, Ean. L.",1964,Architecture.
30130,22542,0.7388,"A study of medium-rise high-density housing : Beijing, 1979-1990","Du, Wei, 1962-",1994,Housing -- China -- Beijing
30130,84516,0.7236,Urban metaphors in Hong Kong media art : reimagining place identity,"Jim, Alice Ming Wai, 1970-",2003,Hong Kong (China) -- In art
30130,147436,0.7168,"Planning law and developing needs, an artificial paradox : a study on traditional and participatory planning in the south","Filho, Carlos Alberto Amin",2001,Law
30130,39441,0.7162,An interpretive framework for the early Iroquoian village,"Timmins, Peter Andrew, 1958-",1992,Iroquois Indians -- Antiquities
30150,30150,1,El amor hereos en La Celestina : la prescripción de Celestina,"Blanco Fernández, Julia.",1999,"Rojas, Fernando de, d. 1541. Celestina."
30150,99598,0.7981,"Affecting change : aspects of rhetoric, poetics and logic in the minor poems of Guido Cavalcanti","Saunderson, Andrea.",2006,"Cavalcanti, Guido, d. 1300 -- Criticism and interpretation."
30150,68144,0.7909,El carnaval en Mulata de tal de Miguel Angel Asturias,"Wilson, Cristiana Margarita Callejas",1994,"Asturias, Miguel Angel. Mulata de tal."
30150,24101,0.7769,Cosmología y supervivencia en las crónicas de Felipe Guamán Poma de Ayala,"Passalacqua-Estremadoyro, W. Jorge.",1996,"Guamán Poma de Ayala, Felipe, fl. 1613. Primer nueva coronica i buen gobierno."
30150,99363,0.7707,The concept of love in Saint Augustine's Confessions ,"Collins, Joshua.",2006,"Augustine, Saint, Bishop of Hippo. Confessiones."
30150,61341,0.7659,Terms of authority : the case of Paul de Man's name,"Pyper, Andrew, 1968-",1992,"De Man, Paul"
30279,30279,1,Detection of particulate impurities on semiconductor surfaces,"Wright, Jason Patrick.",1999,"Engineering, Chemical."
30279,86503,0.8201,Hybrid microscale analytical methods for environmental analysis,"Lafleur, Josiane",2010,Chemistry - Analytical
30279,100350,0.8112,Modelling of advection-dominated transport in fluid-saturated porous media,"Dong, Wenjun, 1969-",2006,"Engineering, Civil."
30279,146797,0.806,Self-heating of sulphide ores: transition from stage A to B and evaluating reliability of U.N. test protocol,"Moon, Sungjae",2017,Mining and Materials
30279,35841,0.7987,High temperature methods for decomposition of solid samples,"Hamier, Jan.",1998,"Chemistry, Analytical."
30279,28461,0.7973,Application of electric polarization to contaminant detection in soils,"Hoppe, Edward J. (Edward Jerzy)",1994,Geophysics.
30285,30285,1,Fairness in international environmental law : accommodation of the concerns of developing countries in the climate change regime,"Bishop, Kirsten.",1999,Climatic changes.
30285,114608,0.8685,Filling the gap: the role of sub-national government networks in a multi-level global climate change regime,"Haywood, Caroline",2013,Social Sciences - Law
30285,20530,0.8433,Federalism and the environment : finding the right balance in a free trade context in the European Union and Canada,"Deimann, Sven.",1997,Law.
30285,37857,0.8411,Soft law as topos : the role of principles of soft law in the development of international environmental law,"Ellis, Jaye.",2001,International law.
30285,26232,0.8267,Sustainable development : a role for international environmental law,"Zapata Lugo, Jose Vicente",1993,Law.
30285,141350,0.825,Notre mot à dire: état des lieux sur la démocratie environnementale au Québec et en Colombie-Britannique,"Bertrand-Le Borgne, Frédérique",2016,Law
30288,30288,1,Economic integration of developing countries and regionalism in Latin America and the Caribbean : prospects for a free trade area of the Americas,"Bourély, Nadia.",2000,Developing countries -- Economic integration.
30288,20540,0.8279,Economic integration and foreign direct investment in West Africa,"Marong, Alhagi.",1997,Law.
30288,42104,0.8195,Industrial development in an era of structural adjustment : the growth of export informatic services in Jamaica,"Mullings, Beverley.",1996,Industrialization -- Jamaica.
30288,102241,0.8189,La diversité culturelle et le droit constitutionnel canadien au regard du développement durable des cultures minoritaires ,"Rousselle, Serge.",2005,Constitutional law -- Canada.
30288,23211,0.8182,Le libre-échange Canada-Etats-Unis : l'importance du contexte international et la complexité du support social,"Dulude, François",1995,Free trade -- Social aspects
30288,71931,0.817,"Reshaping the nationalist appeal : public opinion, party strategy and the S.N.P.","Levy, Roger Peter.",1984,Scottish National Party.
30294,30294,1,The UNIDROIT international aviation finance law reform project : preparing the world to adopt to a new aircraft mortgage convention,"Djojonegoro, Anda.",2000,Airlines -- Finance.
30294,30307,0.8287,International recognition of property interests in leased aircraft : the new unidroit convention on mobile equipment,"Iglesias-Badillo, Eduardo J.",1999,"Aeronautics, Commercial -- Finance."
30294,81474,0.8277,The evolving concept of sovereignty in air law ,"Sarigül, Gül",2004,Sovereignty
30294,104746,0.7962,The impact of sanctions upon civil aviation safety,"Jalali, Javad",2011,Social Sciences - Law
30294,139922,0.7928,Multilateral solutions in an era of space control: the international code of conduct and U.S. space security policy,"Goehring, John",2016,Air and Space Law
30294,98603,0.7903,The international merger control regime : building cooperation without harmonization,"Bonova, Lucia.",2005,Consolidation and merger of corporations -- United States.
30299,30299,1,Telecommunications and regional integration : the case of Mercosur,"Gama e Souza, Lauro da, 1962-",1999,MERCOSUR (Organization)
30299,29937,0.8269,The mirage of global telecommunications liberalization : from the post-privatization to the global liberalization era of telecommunications in Venezuela,"Montero, Julio, 1972-",1999,Telecommunication -- Deregulation.
30299,106626,0.8125,"Commercial law reform in Africa:  a means of socio-economic development, but for whom?  Perspective of women entrepreneurs in Benin","Deschamps, Isabelle",2012,Social Sciences - Law
30299,23723,0.8085,Southern cone economic liberalization policies and the credibility constraint,"Margherita, Michelangelo",1995,Argentina -- Economic policy
30299,23971,0.8041,La problématique des télécommunications ou la place de la concurrence dans le mouvement français de libéralisation,"Disdier, Karine",1996,Law.
30299,68126,0.7883,Transformation movements in Spain and Brazil : the democratization of Spanish and Brazilian civil society,"O'Connell, Timothy S. (Timothy Sean)",1993,Democracy -- Spain
28654,28654,1,Bioavailability of nitrogen-substituted polycyclic aromatic hydrocarbons in flooded soil systems,"Al-Bashir, Bilal.",1994,"Agriculture, Soil Science."
28654,117127,0.8204,Synthesis and biological evaluation of 2- aminothiophene and benzothiazole derivatives as isoprenoid biosynthesis inhibitors,"Langille, Adrienne",2013,Chemistry - Organic
28654,77156,0.8176,"2, 21-biphenyl diols : synthesis and reaction","Mullins, Dennis F.",1981,Biphenyl compounds.
28654,70172,0.8172,Independent domains of a trifunctional enzyme,"Hum, Dean W.",1990,"Chemistry, Biochemistry."
28654,70278,0.8158,Bioelectrocatalysis at organic conducting salt electrodes : mechanism and biosensor development,"Zhao, Shishan",1992,"Chemistry, Analytical."
28654,29026,0.813,New methods for cross-linking of high performance polymers,"Gao, Chunping",1995,"Chemistry, Polymer."
30331,30331,1,A feminist critique and comparative analysis of the rule of evidence in rape trials in South Africa ,"Swart, E. D.",1999,"Evidence, Criminal -- Canada."
30331,94942,0.8001,Symbolic judgments or judging symbols: fair labelling and the dilemma of prosecuting gender-based crimes under the statutes of the international criminal tribunals,"Zawati, Hilmi Mohammad",2010,Social Sciences - Law
30331,147084,0.7872,Gender and transitional justice: a comparative study of Cambodia and South Africa,"George, Lucie",2017,Law
30331,148609,0.7599,"Section 515 (10) (c) Criminal Code:  At the intersection of the media, judicial legitimacy and the rule of law","Berwald, Anastasia",2017,Law
30331,23843,0.758,Canadian refugee policy : international developments and debates on the role of gender in refugee determination procedures,"Hinkson, Heather A. (Heather Antonia)",1996,Women refugees -- Canada
30331,130731,0.753,Sex and the legal subject: woman and legal capacity in Hanafi law,"Seedat, Fatima",2014,Social Sciences - Law
30335,30335,1,"Scatter factors and peak scatter factors for cobalt-60, 6 MV, 10, and 18 MV photon beams","Abdel-Rahman, Wamied.",1999,"Physics, Radiation."
30335,29884,0.8433,Spiral irradiation in stereotactic radiosurgery,"Dubé, Frédéric, 1973-",1999,"Health Sciences, Medicine and Surgery."
30335,28232,0.8411,Experimental characterization of a low dose-rate and a high dose-rate iridium-192 brachytherapy source using the AAPM TG 43 dosimetry protocol,"Anctil, Jean-Claude.",1997,"Health Sciences, Radiology."
30335,19431,0.8311,Characterization of the enhanced dynamic wedge,"Yuen, Conrad F.",2003,Physics - Radiation
30335,78331,0.831,Verification of IMRT beam delivery with a ferrous sulfate gel dosimeter and MRI,"Brodeur, Marylène",2003,"Health Sciences, Radiology."
30335,84077,0.8302,Optimized scanning procedures for 4D CT data acquisition in radiation therapy,"Stroian, Gabriela",2005,"Health Sciences, Radiology."
29072,29072,1,The molecular and biochemical characterization of proteins involved in translation initiation in Drosophila melanogaster,"Lavoie, Cynthia",1995,Genetic translation
29072,41744,0.8299,Mutational analysis of the mammalian translation initiation factor eIF-4A,"Pause, Arnim",1994,"Biology, Molecular."
29072,35397,0.8276,Molecular biology and functional characterization of cap binding proteins involved in translation initiation,"Jaramillo, Maria.",1991,"Biology, Molecular."
29072,107637,0.8166,Alterations in translational control by eIF4E-Homologous Protein (4EHP),"Henderson, Valerie",2012,Biology - Molecular
29072,78333,0.8164,Regulation of translation initiation by phosphorylation of eIF4E and the eIF4E-binding proteins (4EBPs),"Brueschke, Andrea",2002,"Biology, Molecular."
29072,126914,0.8147,Role of translation deregulation in tumor development and progression,"Nasr, Zeina",2013,Chemistry - Biochemistry
29423,29423,1,Caspase inhibitors rescue renal hypoplasia of PAX2 mutant mice,"Clark, Patsy C.",2002,"Biology, Molecular."
29423,37617,0.8968,Intra- and intermolecular interactions governing Pax-3 function,"Fortin, Anouk S.",2001,"Biology, Molecular."
29423,103019,0.8807,Reciprocal regulation of DNA binding of the paired domain and homedomain of Pax3,"Apuzzo, Sergio.",2006,"Chemistry, Biochemistry."
29423,100758,0.8754,Identification of signal transduction pathways mediating the downregulation of Indian hedgehog (Ihh) expression by FGF signaling in chondrocytes,"Ambreen, Munazzah.",2006,"Biology, Cell."
